hit_id	length	cysteine_content	e_value	query_accession	query_name
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_161837	406	0.01	0.037	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_30109	406	0.01	0.037	-	VOG00037
All_sequences_Mulenga2020_id_tr|G1T056|G1T056_RABIT	506	0.01	0.057	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_NCBI_AA_6485	637	0.00	0.054	-	VOG00037
GIFC01P.1_id_MXV00234.1	607	0.00	0.04	-	VOG00037
GFPF01P.1_id_MAA20387.1	421	0.01	0.04	-	VOG00037
GEDV01.1_id_JAP77389.1	425	0.01	0.041	-	VOG00037
GBBL01P.1_id_JAC26219.1	474	0.01	0.052	-	VOG00037
GBBM01.1_id_JAC34475.1	492	0.02	0.056	-	VOG00037
All_sequences_Mulenga2020_id_Aam-1027038	457	0.01	0.056	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Mulenga_AA_21482	457	0.01	0.056	-	VOG00037
GBBK01.1_id_JAC22032.1	457	0.01	0.056	-	VOG00037
GEFH01P.1_id_JAP63825.1	460	0.01	0.056	-	VOG00037
GJDI01.1_id_MCL6790564.1	618	0.02	0.059	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_74799	329	0.02	0.047	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_207266	293	0.03	0.053	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_80276	456	0.01	0.056	-	VOG00037
GEDV01.1_id_JAP84406.1	456	0.01	0.056	-	VOG00037
GFPF01P.1_id_MAA22705.1	456	0.01	0.056	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_58496	377	0.03	0.054	-	VOG00037
GKHW01.1_id_MDC7208814.1	861	0.02	2.2	-	VOG00037
GBBK01.1_id_JAC21976.1	425	0.02	0.052	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_78948	435	0.02	0.051	-	VOG00037
GBBM01.1_id_JAC34270.1	435	0.02	0.051	-	VOG00037
GBZX01.1_id_JAG91412.1	436	0.02	0.05	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_NCBI_AA_1867	436	0.02	0.05	-	VOG00037
GBBL01P.1_id_JAC26151.1	435	0.02	0.051	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_214167	318	0.03	0.06	-	VOG00037
All_sequences_Mulenga2020_id_Aam-510367	506	0.01	0.05	-	VOG00037
GBBM01.1_id_JAC34527.1	506	0.01	0.05	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Mulenga_AA_26109	506	0.01	0.05	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_48472	506	0.01	0.05	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_56836	506	0.01	0.05	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_66991	506	0.01	0.05	-	VOG00037
GEDV01.1_id_JAP81173.1	498	0.01	0.05	-	VOG00037
GFPF01P.1_id_MAA20386.1	498	0.01	0.05	-	VOG00037
GEFH01P.1_id_JAP65521.1	500	0.01	0.05	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_165761	398	0.03	0.059	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_199995	735	0.02	11.0	-	VOG00037
GEDV01.1_id_JAP84820.1	435	0.02	0.069	-	VOG00037
GFPF01P.1_id_MAA16689.1	435	0.02	0.069	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_216365	335	0.01	0.052	-	VOG00037
GEFH01P.1_id_JAP66652.1	435	0.02	0.07	-	VOG00037
GGLE01.1_id_MBY09545.1	435	0.02	0.071	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_34700	377	0.03	0.055	-	VOG00037
All_sequences_Mulenga2020_id_Aam-307531	341	0.03	0.062	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Mulenga_AA_12235	341	0.03	0.062	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_205458	503	0.01	0.069	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_78881	327	0.01	0.062	-	VOG00037
GKHW01.1_id_MDC7209275.1	435	0.02	0.074	-	VOG00037
All_sequences_Mulenga2020_id_sp|B7NZ88|KATL1_RABIT	490	0.01	0.075	-	VOG00037
All_sequences_Mulenga2020_id_tr|G1SQF5|G1SQF5_RABIT	402	0.01	0.062	-	VOG00037
All_sequences_Mulenga2020_id_Aam-176288	329	0.02	0.07	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Mulenga_AA_4439	329	0.02	0.07	-	VOG00037
GJDI01.1_id_MCL6769998.1	390	0.03	0.057	-	VOG00037
GBBL01P.1_id_JAC26093.1	407	0.00	0.057	-	VOG00037
All_sequences_Mulenga2020_id_tr|G1SYV0|G1SYV0_RABIT	470	0.02	0.078	-	VOG00037
GBBM01.1_id_JAC34155.1	410	0.00	0.057	-	VOG00037
All_sequences_Mulenga2020_id_Aam-161682	410	0.00	0.058	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Mulenga_AA_3494	410	0.00	0.058	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_81899	410	0.00	0.058	-	VOG00037
GEFH01P.1_id_JAP68252.1	410	0.00	0.059	-	VOG00037
GADI01P.1_id_JAA71147.1	410	0.00	0.06	-	VOG00037
GKHW01.1_id_MDC7209191.1	410	0.00	0.06	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_37149	282	0.02	0.069	-	VOG00037
GEDV01.1_id_JAP80966.1	410	0.00	0.066	-	VOG00037
GFPF01P.1_id_MAA16691.1	410	0.00	0.066	-	VOG00037
All_sequences_Mulenga2020_id_tr|G1TWL7|G1TWL7_RABIT	432	0.01	0.069	-	VOG00037
GGLE01.1_id_MBY09691.1	410	0.01	0.075	-	VOG00037
GJDI01.1_id_MCL6770373.1	611	0.02	0.093	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_NCBI_AA_3953	625	0.01	0.08	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_NCBI_AA_4969	625	0.01	0.08	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_NCBI_AA_4542	625	0.01	0.08	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_NCBI_AA_4968	625	0.01	0.08	-	VOG00037
All_sequences_Mulenga2020_id_Aam-275869	629	0.01	0.081	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Mulenga_AA_10544	629	0.01	0.081	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_80189	480	0.02	0.081	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_213635	313	0.02	0.088	-	VOG00037
All_sequences_Mulenga2020_id_Aam-827597	472	0.01	0.084	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Mulenga_AA_36062	472	0.01	0.084	-	VOG00037
GJDI01.1_id_MCL6771409.1	472	0.01	0.071	-	VOG00037
All_sequences_Mulenga2020_id_tr|G1TLQ8|G1TLQ8_RABIT	439	0.01	0.082	-	VOG00037
GGLE01.1_id_MBY05697.1	511	0.00	0.12	-	VOG00037
All_sequences_Mulenga2020_id_tr|G1TUD6|G1TUD6_RABIT	498	0.01	0.074	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_198352	465	0.02	0.084	-	VOG00037
All_sequences_Mulenga2020_id_Aam-216965	270	0.01	0.094	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Mulenga_AA_7084	270	0.01	0.094	-	VOG00037
GBBK01.1_id_JAC21836.1	399	0.02	0.081	-	VOG00037
All_sequences_Mulenga2020_id_tr|G1T116|G1T116_RABIT	715	0.01	0.094	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_15222	352	0.02	0.098	-	VOG00037
All_sequences_Mulenga2020_id_tr|G1T3V7|G1T3V7_RABIT	4428	0.01	0.19	-	VOG00037
All_sequences_Mulenga2020_id_tr|G1TV13|G1TV13_RABIT	4429	0.01	0.19	-	VOG00037
GGLE01.1_id_MBY10203.1	505	0.01	0.078	-	VOG00037
All_sequences_Mulenga2020_id_Aam-531923	277	0.01	0.08	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Mulenga_AA_68402	277	0.01	0.08	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_196154	300	0.01	0.11	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_203579	542	0.02	0.11	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_169212	585	0.03	0.11	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_72288	498	0.00	0.13	-	VOG00037
GFPF01P.1_id_MAA17800.1	471	0.03	0.99	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_76215	524	0.02	0.12	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_212896	266	0.03	0.1	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_8777	211	0.02	0.11	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_22005	601	0.01	0.14	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_209726	355	0.02	0.12	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_197654	413	0.03	0.16	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_219509	500	0.02	0.15	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_76070	665	0.01	0.17	-	VOG00037
All_sequences_Mulenga2020_id_tr|G1SZI0|G1SZI0_RABIT	769	0.01	0.15	-	VOG00037
GFPF01P.1_id_MAA20822.1	734	0.01	0.18	-	VOG00037
GFPF01P.1_id_MAA20823.1	738	0.01	0.19	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_39856	420	0.03	0.16	-	VOG00037
GKHW01.1_id_MDC7208851.1	745	0.01	0.19	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_4031	541	0.01	0.16	-	VOG00037
GFPF01P.1_id_MAA20821.1	753	0.01	0.19	-	VOG00037
GFPF01P.1_id_MAA20820.1	757	0.01	0.19	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_70090	663	0.01	0.17	-	VOG00037
GJDI01.1_id_MCL6793353.1	546	0.03	0.16	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_51639	673	0.02	0.14	-	VOG00037
GEDV01.1_id_JAP77215.1	734	0.01	0.18	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_42476	442	0.01	0.17	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_63303	700	0.01	0.18	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_3214	458	0.02	0.17	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_72078	695	0.01	0.17	-	VOG00037
GEDV01.1_id_JAP77214.1	753	0.01	0.19	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_60790	746	0.02	0.19	-	VOG00037
GEDV01.1_id_JAP85409.1	757	0.01	0.19	-	VOG00037
All_sequences_Mulenga2020_id_Aam-603767	93	0.02	0.13	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Mulenga_AA_51563	93	0.02	0.13	-	VOG00037
GBBL01P.1_id_JAC24713.1	746	0.01	0.19	-	VOG00037
GBBM01.1_id_JAC31825.1	748	0.01	0.19	-	VOG00037
GEFH01P.1_id_JAP66750.1	741	0.01	0.18	-	VOG00037
GKHW01.1_id_MDC7207646.1	176	0.02	0.26	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_66773	768	0.01	0.2	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_69628	768	0.01	0.2	-	VOG00037
GADI01P.1_id_JAA67724.1	176	0.02	0.26	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_67850	746	0.01	0.19	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_67978	746	0.01	0.19	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_64690	746	0.01	0.19	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_71991	775	0.01	0.2	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_35412	753	0.01	0.19	-	VOG00037
GGLE01.1_id_MBY08795.1	458	0.01	0.18	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_99907	753	0.01	0.19	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_68909	750	0.01	0.19	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_68284	750	0.01	0.19	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_36424	485	0.02	0.19	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_38627	757	0.01	0.2	-	VOG00037
All_sequences_Mulenga2020_id_Aam-262377	754	0.01	0.2	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Mulenga_AA_9741	754	0.01	0.2	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_37711	491	0.02	0.2	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_52455	784	0.01	0.21	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_31398	784	0.01	0.21	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_169839	788	0.01	0.21	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_20834	787	0.01	0.21	-	VOG00037
GADI01P.1_id_JAA72286.1	422	0.01	0.2	-	VOG00037
GJDI01.1_id_MCL6777346.1	832	0.02	0.22	-	VOG00037
All_sequences_Mulenga2020_id_tr|G1T6T7|G1T6T7_RABIT	696	0.01	0.2	-	VOG00037
All_sequences_Mulenga2020_id_tr|G1TSN3|G1TSN3_RABIT	295	0.02	0.17	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_195132	529	0.01	0.26	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_21520	848	0.02	0.22	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_77929	1374	0.02	22.0	-	VOG00037
All_sequences_Mulenga2020_id_tr|G1TBS2|G1TBS2_RABIT	456	0.01	0.24	-	VOG00037
GADI01P.1_id_JAA70945.1	458	0.01	0.25	-	VOG00037
GIDH01.1_id_NOV53319.1	177	0.02	0.23	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_66281	517	0.03	0.21	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_190574	610	0.02	0.35	-	VOG00037
All_sequences_Mulenga2020_id_tr|R9W835|R9W835_RABIT	738	0.01	23.0	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_14346	908	0.02	0.25	-	VOG00037
GGLE01.1_id_MBY09207.1	329	0.02	0.27	-	VOG00037
GEDV01.1_id_JAP78797.1	596	0.03	0.3	-	VOG00037
GFPF01P.1_id_MAA21636.1	1059	0.02	0.46	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_67737	692	0.01	4.9	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_40413	649	0.03	0.27	-	VOG00037
GKHW01.1_id_MDC7212030.1	458	0.01	0.31	-	VOG00037
All_sequences_Mulenga2020_id_Aam-1034145	692	0.01	4.9	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Mulenga_AA_18359	692	0.01	4.9	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_59390	692	0.01	4.9	-	VOG00037
All_sequences_Mulenga2020_id_Aam-527456	126	0.02	0.26	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Mulenga_AA_26726	126	0.02	0.26	-	VOG00037
GGLE01.1_id_MBY09974.1	1273	0.02	0.37	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_191134	683	0.01	0.25	-	VOG00037
GEDV01.1_id_JAP83457.1	1059	0.02	0.46	-	VOG00037
All_sequences_Mulenga2020_id_Aam-214893	593	0.03	0.32	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Mulenga_AA_64980	593	0.03	0.32	-	VOG00037
GFPF01P.1_id_MAA17397.1	611	0.00	0.15	-	VOG00037
GEDV01.1_id_JAP83324.1	611	0.00	0.15	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_38615	1105	0.02	0.34	-	VOG00037
GGLE01.1_id_MBY06203.1	1326	0.02	87.0	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_40398	1128	0.02	0.35	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_7934	714	0.02	0.37	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_57426	758	0.01	0.3	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_66651	850	0.02	0.36	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_202534	434	0.03	0.42	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_89984	1253	0.02	0.41	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_36571	598	0.03	0.37	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_68632	865	0.02	0.44	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_181973	605	0.03	0.38	-	VOG00037
All_sequences_Mulenga2020_id_Aam-49005	910	0.02	0.4	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Mulenga_AA_17561	910	0.02	0.4	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_65001	781	0.01	6.0	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_203309	206	0.01	0.5	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_107628	861	0.02	0.42	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_62563	617	0.03	0.42	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_74631	728	0.02	0.54	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_57057	981	0.03	0.56	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_57959	847	0.02	0.51	-	VOG00037
GBBM01.1_id_JAC32618.1	176	0.02	0.44	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_3045	888	0.01	0.39	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_87910	888	0.02	0.39	-	VOG00037
All_sequences_Mulenga2020_id_Aam-911999	229	0.02	0.43	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Mulenga_AA_90812	229	0.02	0.43	-	VOG00037
All_sequences_Mulenga2020_id_Aam-95323	659	0.03	0.47	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Mulenga_AA_20300	659	0.03	0.47	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_26935	661	0.03	0.48	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_9121	1262	0.02	0.71	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_173789	985	0.02	0.66	-	VOG00037
GEDV01.1_id_JAP86108.1	176	0.03	0.49	-	VOG00037
GFPF01P.1_id_MAA16950.1	176	0.03	0.49	-	VOG00037
GEFH01P.1_id_JAP66728.1	689	0.01	2.3	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_65566	345	0.03	0.54	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_46591	985	0.02	0.68	-	VOG00037
GJDI01.1_id_MCL6780987.1	1248	0.02	0.61	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_66937	855	0.02	0.58	-	VOG00037
GKHW01.1_id_MDC7207931.1	1140	0.02	0.54	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_64658	914	0.02	0.72	-	VOG00037
All_sequences_Mulenga2020_id_Aam-894710	322	0.01	0.52	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Mulenga_AA_71867	322	0.01	0.52	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_61521	770	0.02	0.61	-	VOG00037
GBZX01.1_id_JAG92676.1	313	0.01	0.58	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_NCBI_AA_603	313	0.01	0.58	-	VOG00037
All_sequences_Mulenga2020_id_Aam-689621	380	0.02	0.47	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Mulenga_AA_88299	380	0.02	0.47	-	VOG00037
GEDV01.1_id_JAP82133.1	693	0.01	2.9	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_90807	471	0.02	0.62	-	VOG00037
GEFH01P.1_id_JAP64743.1	601	0.00	0.11	-	VOG00037
All_sequences_Mulenga2020_id_tr|G1SZD8|G1SZD8_RABIT	718	0.03	0.72	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_2182	1052	0.02	0.49	-	VOG00037
GBBM01.1_id_JAC34469.1	489	0.03	0.65	-	VOG00037
GBBM01.1_id_JAC33881.1	352	0.01	0.62	-	VOG00037
All_sequences_Mulenga2020_id_Aam-11750	135	0.02	0.57	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Mulenga_AA_63520	135	0.02	0.57	-	VOG00037
GEGO01P.1_id_JAR91386.1	375	0.04	20.0	-	VOG00037
GADI01P.1_id_JAA69034.1	393	0.04	27.0	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_NCBI_AA_4252	341	0.01	0.62	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_NCBI_AA_4814	341	0.01	0.62	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_NCBI_AA_5112	341	0.01	0.62	-	VOG00037
All_sequences_Mulenga2020_id_tr|G1TXY3|G1TXY3_RABIT	257	0.01	0.57	-	VOG00037
All_sequences_Mulenga2020_id_tr|G1T8G4|G1T8G4_RABIT	1280	0.01	28.0	-	VOG00037
All_sequences_Mulenga2020_id_Aam-857971	944	0.01	0.68	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Mulenga_AA_36877	944	0.01	0.68	-	VOG00037
GKHW01.1_id_MDC7209311.1	200	0.02	0.7	-	VOG00037
GEFH01P.1_id_JAP65881.1	423	0.01	0.72	-	VOG00037
GBBM01.1_id_JAC34911.1	797	0.03	0.67	-	VOG00037
All_sequences_Mulenga2020_id_Aam-324062	199	0.02	0.66	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Mulenga_AA_79221	199	0.02	0.66	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_76143	439	0.01	0.63	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_189705	541	0.03	0.76	-	VOG00037
GFPF01P.1_id_MAA20956.1	423	0.01	0.79	-	VOG00037
GEDV01.1_id_JAP85499.1	423	0.01	0.79	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_85937	561	0.03	0.78	-	VOG00037
GKHW01.1_id_MDC7209306.1	975	0.02	0.61	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_69519	463	0.01	0.69	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_193200	565	0.03	0.8	-	VOG00037
GEDV01.1_id_JAP82801.1	975	0.02	1.1	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_38868	1155	0.01	0.62	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_61141	862	0.03	0.77	-	VOG00037
All_sequences_Mulenga2020_id_tr|G1TQ88|G1TQ88_RABIT	274	0.02	0.8	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_40721	1087	0.03	0.83	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_212413	713	0.01	1.1	-	VOG00037
GFPF01P.1_id_MAA17396.1	974	0.02	1.2	-	VOG00037
GIFC01P.1_id_MXU98971.1	385	0.04	38.0	-	VOG00037
GEGO01P.1_id_JAR90032.1	283	0.01	0.68	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_73336	504	0.01	0.8	-	VOG00037
All_sequences_Mulenga2020_id_tr|G1SPI3|G1SPI3_RABIT	1458	0.02	1.1	-	VOG00037
All_sequences_Mulenga2020_id_tr|G1TAC3|G1TAC3_RABIT	793	0.01	0.89	-	VOG00037
GJDI01.1_id_MCL6784160.1	1400	0.01	0.72	-	VOG00037
GBBK01.1_id_JAC22410.1	906	0.03	0.86	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_122013	53	0.04	0.73	-	VOG00037
GEDV01.1_id_JAP82374.1	1531	0.02	1.2	-	VOG00037
All_sequences_Mulenga2020_id_Aam-112838	283	0.00	0.91	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Mulenga_AA_776	283	0.00	0.91	-	VOG00037
GFPF01P.1_id_MAA20785.1	369	0.02	0.89	-	VOG00037
GEDV01.1_id_JAP80128.1	369	0.02	0.9	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_190362	1346	0.01	0.77	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_94744	1346	0.01	0.77	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_56873	1348	0.02	0.77	-	VOG00037
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_16552	1348	0.02	0.77	-	VOG00037
