hit_id	length	cysteine_content	e_value	query_accession	query_name
KAH7953087.1	216	0.02	0.96	-	VOG02738
KAH9360011.1	195	0.04	1.1	-	VOG02738
MAA20337.1	239	0.01	0.92	-	VOG02738
KAH6928811.1	74	0.01	0.77	-	VOG02738
KAH7959018.1	250	0.02	1.1	-	VOG02738
KAH7964606.1	297	0.00	27.0	-	VOG02738
KAG0425492.1	235	0.01	1.1	-	VOG02738
KAH9379477.1	114	0.01	0.91	-	VOG02738
KAH6935483.1	96	0.01	0.93	-	VOG02738
KAH9367067.1	129	0.01	1.2	-	VOG02738
KAH6935099.1	300	0.01	13.0	-	VOG02738
KAH9384010.1	202	0.02	0.76	-	VOG02738
KAH7949295.1	99	0.02	1.3	-	VOG02738
KAH7964409.1	297	0.01	20.0	-	VOG02738
KAH6942103.1	250	0.02	1.8	-	VOG02738
KAH9371958.1	242	0.02	3.1	-	VOG02738
KAH6925758.1	250	0.02	1.8	-	VOG02738
KAH9374733.1	195	0.04	1.7	-	VOG02738
KAH9364750.1	103	0.00	19.0	-	VOG02738
KAH6945216.1	241	0.01	1.4	-	VOG07859
KAH7946096.1	251	0.02	3.4	-	VOG02738
KAH9372191.1	98	0.02	1.4	-	VOG02738
KAH7949154.1	253	0.02	3.3	-	VOG02738
KAH6931064.1	300	0.03	2.6	-	VOG02738
KAG0412635.1	141	0.01	1.0	-	VOG02740
MCL6770135.1	203	0.03	2.4	-	VOG02829
KAG0425891.1	175	0.03	0.35	-	VOG02829
MCL6782332.1	192	0.01	0.62	-	VOG02829
JAA68113.1	135	0.07	0.77	-	VOG02863
MAA23987.1	109	0.01	0.56	-	VOG02898
EEC18500.1	542	0.01	47.0	-	VOG03028
KAH8028604.1	331	0.03	0.99	-	VOG03028
KAH7953928.1	719	0.03	380.0	-	VOG03047
JAT79103.1	421	0.00	4.2	-	VOG03155
MCL6783285.1	556	0.02	0.96	-	VOG03155
MCL6784433.1	609	0.03	1.1	-	VOG03155
KAH8024478.1	549	0.01	1.2	-	VOG03155
MCL6789332.1	128	0.01	0.77	-	VOG07236
KAH7935311.1	478	0.04	0.56	-	VOG03635
MCL6792254.1	115	0.00	1.0	-	VOG03635
KAH7963328.1	163	0.02	1.1	-	VOG03635
KAG0429668.1	503	0.01	0.58	-	VOG04117
CAG7589044.1	180	0.00	0.51	-	VOG04117
CAG7597791.1	180	0.00	0.51	-	VOG04117
KAH6946006.1	649	0.01	17.0	-	VOG04241
KAH6920252.1	134	0.01	0.72	-	VOG04241
JAC31095.1	229	0.03	1.1	-	VOG04241
KAH7963530.1	222	0.02	1.1	-	VOG04241
KAH9365429.1	624	0.01	140.0	-	VOG05304
KAH6932378.1	298	0.04	1.2	-	VOG05312
EEC13789.1	1231	0.02	0.25	-	VOG05334
KAG0429283.1	1270	0.01	0.25	-	VOG05334
JAP85294.1	222	0.03	0.53	-	VOG05352
KAH9365505.1	272	0.01	0.58	-	VOG05462
KAH9367467.1	182	0.03	1.9e-26	-	VOG07527
KAH7975941.1	411	0.01	8.6e-11	-	VOG07527
MCL6783981.1	567	0.01	9.5e-11	-	VOG07527
MCL6769958.1	578	0.01	1e-10	-	VOG07527
JAP82505.1	557	0.01	8.4e-11	-	VOG07527
MAA21529.1	557	0.01	8.3e-11	-	VOG07527
KAH7973892.1	561	0.01	8.9e-11	-	VOG07527
JAP65174.1	549	0.01	1.2e-10	-	VOG07527
KAH6922126.1	381	0.01	1.9e-09	-	VOG07527
MBY08456.1	574	0.01	9.1e-10	-	VOG07527
EEC17748.1	526	0.01	8.5e-10	-	VOG07527
MOY37776.1	546	0.01	9.1e-10	-	VOG07527
KAG0436354.1	562	0.01	1.8e-09	-	VOG07527
MDC7211322.1	562	0.01	2e-09	-	VOG07527
MOY37022.1	562	0.01	2e-09	-	VOG07527
GBXQ01000349.1.p1	563	0.01	1.8e-09	-	VOG07527
MXU92172.1	131	0.02	1.2e-10	-	VOG07527
MDC7208697.1	131	0.02	5e-11	-	VOG07527
MCL6775669.1	815	0.03	2.2e-11	-	VOG07527
MCL6771659.1	770	0.02	2e-11	-	VOG07527
MCL6777899.1	771	0.02	2e-11	-	VOG07527
MCL6775960.1	800	0.02	1.7e-11	-	VOG07527
MCL6773071.1	816	0.03	3.7e-11	-	VOG07527
KAH9373355.1	347	0.03	3.3e-10	-	VOG07527
KAG0415162.1	486	0.02	3.1e-10	-	VOG07527
KAG0431280.1	765	0.02	0.0068	-	VOG07527
KAH8031876.1	328	0.01	9.2e-05	-	VOG07527
KAH9379137.1	181	0.03	0.027	-	VOG05561
MXU99961.1	532	0.01	0.036	-	VOG05561
MBY06453.1	348	0.01	3.7e-09	-	VOG07527
GBXQ01005650.1.p1	188	0.02	5.4e-10	-	VOG07527
KAG0443465.1	216	0.01	7.6e-10	-	VOG07527
KAH7960729.1	380	0.02	0.61	-	VOG05561
KAH6933913.1	176	0.04	1.1	-	VOG05561
MBY08963.1	198	0.03	0.091	-	VOG05610
KAH7936159.1	271	0.02	0.31	-	VOG05610
KAH9361372.1	334	0.04	0.68	-	VOG05610
MCL6790182.1	2179	0.01	0.017	-	VOG05664
MCL6788998.1	2200	0.01	0.018	-	VOG05664
MCL6788095.1	2226	0.01	0.018	-	VOG05664
GBXQ01019149.1.p1	221	0.01	0.095	-	VOG05664
JAR94528.1	379	0.01	0.09	-	VOG05664
MOY42346.1	461	0.00	0.29	-	VOG05664
JAR94299.1	465	0.00	0.32	-	VOG05664
KAH7979939.1	763	0.01	0.23	-	VOG05664
KAH7980462.1	240	0.02	0.48	-	VOG05664
KAH7959556.1	555	0.03	0.66	-	VOG05664
MXU94599.1	167	0.00	0.71	-	VOG05664
JAC26051.1	390	0.02	0.95	-	VOG05664
KAH7959400.1	346	0.01	1.2	-	VOG05664
MAA24634.1	240	0.05	1.5	-	VOG05664
KAH7995920.1	147	0.01	1.2	-	VOG05664
GBXQ01019958.1.p1	405	0.01	42.0	-	VOG05668
EEC00937.1	244	0.02	1.0	-	VOG05680
MCL6768079.1	123	0.06	0.21	-	VOG05779
KAG0439320.1	102	0.03	0.56	-	VOG05790
GBXQ01009020.1.p2	158	0.01	0.2	-	VOG05850
GBXQ01012426.1.p1	352	0.03	0.59	-	VOG05850
KAH8040241.1	253	0.02	0.5	-	VOG05926
KAH7948580.1	466	0.02	0.62	-	VOG05926
MAA17352.1	639	0.02	1.7	-	VOG05926
JAP86759.1	639	0.02	1.7	-	VOG05926
KAH7961873.1	531	0.03	1.8	-	VOG05926
KAH7980516.1	830	0.03	30.0	-	VOG05938
EEC15560.1	886	0.01	0.17	-	VOG06023
KAG0433693.1	398	0.01	0.061	-	VOG07859
GBXQ01022631.1.p1	399	0.01	0.062	-	VOG07859
MOY36367.1	398	0.01	0.059	-	VOG07859
MXU99626.1	473	0.00	0.43	-	VOG06023
MAA20387.1	421	0.01	0.57	-	VOG06023
JAP80476.1	494	0.02	0.81	-	VOG06023
KAH9372591.1	215	0.00	1.1	-	VOG06023
EEC02080.1	336	0.01	190.0	-	VOG06097
KAG0445031.1	112	0.01	0.35	-	VOG06097
KAH7966564.1	418	0.01	2.7	-	VOG06097
EEC09073.1	245	0.02	1.2	-	VOG06097
MOY44611.1	194	0.01	1.6	-	VOG06097
JAC25557.1	243	0.02	0.79	-	VOG07236
JAR92004.1	253	0.04	1.1	-	VOG07236
MBY04911.1	4464	0.02	0.0016	-	VOG07295
EEC05628.1	4588	0.02	0.12	-	VOG07295
KAG0426961.1	4263	0.02	0.049	-	VOG17365
JAC35015.1	3491	0.02	0.49	-	VOG07295
GBXQ01021522.1.p1	3209	0.02	0.11	-	VOG07295
JAC22442.1	1580	0.03	0.0016	-	VOG17365
GBXQ01012596.1.p1	898	0.02	22.0	-	VOG09683
JAC22305.1	633	0.02	0.0087	-	VOG07295
KAH7974621.1	506	0.02	0.095	-	VOG17365
KAH6932218.1	2212	0.01	0.00011	-	VOG07295
KAG0410790.1	917	0.01	6.5	-	VOG17365
JAP88485.1	1992	0.01	0.0004	-	VOG07295
KAH9375066.1	604	0.02	0.034	-	VOG17365
KAH9364305.1	663	0.02	0.34	-	VOG07295
KAH9364300.1	137	0.04	0.18	-	VOG17365
GBXQ01022667.1.p1	1121	0.04	0.023	-	VOG07295
JAC25644.1	265	0.02	0.006	-	VOG07295
KAG0432008.1	286	0.02	0.008	-	VOG07295
MDC7209660.1	438	0.03	0.011	-	VOG07295
KAG0432016.1	258	0.01	0.011	-	VOG07295
EEC20055.1	230	0.02	0.015	-	VOG07295
KAH6928159.1	362	0.03	0.35	-	VOG07295
KAG0417872.1	259	0.03	0.031	-	VOG07295
MDC7210686.1	168	0.02	0.13	-	VOG17365
KAH6921913.1	114	0.03	0.046	-	VOG07295
EEC02452.1	164	0.02	0.065	-	VOG07295
EEC18274.1	154	0.01	0.098	-	VOG07295
KAH6921908.1	146	0.01	0.091	-	VOG07295
KAH6947606.1	797	0.02	0.15	-	VOG07295
KAH6921912.1	210	0.02	0.4	-	VOG17365
KAH7985852.1	306	0.02	0.71	-	VOG07295
MAA19709.1	268	0.02	0.26	-	VOG07295
MCL6779852.1	1160	0.02	34.0	-	VOG17365
EEC09643.1	427	0.02	3.7	-	VOG07295
MBY11613.1	263	0.02	0.0013	-	VOG17365
MBY10669.1	487	0.03	0.88	-	VOG07295
KAG0427855.1	214	0.01	0.47	-	VOG07295
KAH7975327.1	334	0.01	0.37	-	VOG07295
KAH9364295.1	153	0.03	0.54	-	VOG07295
KAH7974592.1	134	0.01	0.73	-	VOG07295
KAH7969810.1	1000	0.02	55.0	-	VOG07295
KAH6942073.1	1322	0.06	0.14	-	VOG07518
KAH9364952.1	1061	0.04	0.26	-	VOG07518
KAH7948847.1	1256	0.05	0.2	-	VOG07518
JAA73585.1	152	0.08	3.2	-	VOG07518
GBXQ01017544.1.p1	271	0.07	6.3	-	VOG07518
KAH9360095.1	271	0.07	140.0	-	VOG07518
JAT79135.1	230	0.03	1.0	-	VOG07518
KAH7945854.1	627	0.02	2.9	-	VOG07518
MBY07885.1	238	0.03	0.31	-	VOG08006
MAA15221.1	104	0.01	0.69	-	VOG07519
KAH8022207.1	271	0.03	4.6	-	VOG07519
MAA15253.1	108	0.01	0.86	-	VOG07519
MCL6772332.1	386	0.01	1.9e-09	-	VOG07527
JAC28844.1	358	0.01	1.3e-09	-	VOG07527
KAH7957271.1	356	0.01	1.4e-09	-	VOG07527
KAH6933130.1	355	0.01	3.3e-09	-	VOG07527
JAP65659.1	355	0.01	4.7e-09	-	VOG07527
JAP76992.1	187	0.02	2.1e-09	-	VOG07527
MAA21528.1	356	0.01	4e-09	-	VOG07527
JAP80334.1	356	0.01	6.3e-09	-	VOG07527
GBXQ01005649.1.p1	361	0.01	3.3e-09	-	VOG07527
KAH8042131.1	356	0.01	2.7e-08	-	VOG07527
EEC04757.1	360	0.01	3.4e-08	-	VOG07527
MDC7211323.1	360	0.01	3.4e-08	-	VOG07527
JAG90836.1	228	0.01	0.23	-	VOG07527
GBXQ01019592.1.p1	257	0.02	3.2	-	VOG07527
KAG0412048.1	523	0.00	6.2	-	VOG07540
KAH8020002.1	186	0.01	0.14	-	VOG07540
MOY43841.1	509	0.00	6.6	-	VOG07540
KAH6928660.1	191	0.00	1.1	-	VOG24188
EEC10473.1	497	0.00	8.6	-	VOG07540
KAH6934570.1	496	0.02	0.82	-	VOG07540
MOY37001.1	420	0.06	1.1	-	VOG07540
KAH8031998.1	265	0.02	0.45	-	VOG24188
GBXQ01023204.1.p1	117	0.01	1.2	-	VOG07540
KAG0434872.1	362	0.05	25.0	-	VOG07540
KAH6943776.1	436	0.01	0.17	-	VOG07851
MXU87445.1	96	0.04	1.3	-	VOG07853
KAH7939641.1	721	0.01	0.11	-	VOG07855
EEC11993.1	172	0.02	0.058	-	VOG07855
KAH8036191.1	167	0.01	0.077	-	VOG07855
JAP79310.1	461	0.01	0.14	-	VOG07855
JAR94340.1	171	0.01	0.15	-	VOG07855
JAA71149.1	415	0.01	0.26	-	VOG07855
MDC7207809.1	415	0.01	0.26	-	VOG07855
KAG0413104.1	415	0.01	0.26	-	VOG07855
KAH9383138.1	307	0.01	0.24	-	VOG07855
MAA20967.1	461	0.01	0.29	-	VOG07855
JAP63727.1	447	0.01	0.4	-	VOG07855
EEC18677.1	415	0.01	0.34	-	VOG07855
GBXQ01010843.1.p1	148	0.00	0.25	-	VOG07855
KAH9374635.1	490	0.01	0.77	-	VOG07855
KAH8030760.1	179	0.01	0.64	-	VOG07855
KAG0412719.1	186	0.05	0.76	-	VOG07855
KAH7953845.1	220	0.01	0.91	-	VOG07855
KAH7940617.1	398	0.01	1.0	-	VOG07855
EEC19442.1	266	0.02	1.0	-	VOG07855
KAH7952391.1	519	0.03	1.1	-	VOG07855
KAH7959137.1	784	0.02	1.4	-	VOG07855
KAH7946962.1	551	0.02	1.5	-	VOG07855
GBXQ01002225.1.p1	448	0.02	1.3	-	VOG07855
GBXQ01002224.1.p1	456	0.02	1.3	-	VOG07855
KAH8020844.1	226	0.04	0.00024	-	VOG07859
KAG0410649.1	405	0.01	0.00052	-	VOG07859
KAH7982118.1	579	0.03	0.00066	-	VOG07859
KAH7931756.1	656	0.03	0.00077	-	VOG07859
KAH7984788.1	484	0.01	0.00099	-	VOG07859
KAH7931613.1	193	0.00	0.00073	-	VOG07859
KAH7975512.1	637	0.03	0.00095	-	VOG07859
KAH7947336.1	589	0.03	0.001	-	VOG07859
KAH7969773.1	621	0.03	0.0012	-	VOG07859
KAH7966188.1	358	0.02	0.0012	-	VOG07859
KAH9367130.1	594	0.02	0.0016	-	VOG07859
KAG0431244.1	447	0.03	0.0033	-	VOG07859
KAH7980148.1	378	0.01	0.0036	-	VOG07859
KAG0432125.1	380	0.03	0.0047	-	VOG07859
KAH7962467.1	2946	0.01	0.0098	-	VOG07859
KAH7981578.1	397	0.03	0.0085	-	VOG07859
KAH6932542.1	376	0.04	0.012	-	VOG07859
KAH7931869.1	552	0.03	0.018	-	VOG07859
KAH7947349.1	330	0.05	0.012	-	VOG07859
KAH7976298.1	193	0.03	0.013	-	VOG07859
KAH9369796.1	530	0.02	0.014	-	VOG07859
KAH7963794.1	534	0.03	0.019	-	VOG07859
KAH7962359.1	298	0.01	0.016	-	VOG07859
KAH7981025.1	415	0.02	0.018	-	VOG07859
KAH8019463.1	319	0.03	0.018	-	VOG07859
KAH7958959.1	367	0.01	0.016	-	VOG07859
KAH7980595.1	241	0.01	0.019	-	VOG07859
KAG0444895.1	356	0.03	0.023	-	VOG07859
KAH7970411.1	370	0.01	0.046	-	VOG07859
KAH6946555.1	422	0.02	0.031	-	VOG07859
JAC21130.1	259	0.02	0.032	-	VOG07859
KAH8021164.1	350	0.04	0.034	-	VOG07859
MCL6767874.1	259	0.02	0.033	-	VOG07859
KAG0420844.1	754	0.02	0.051	-	VOG07859
JAG91005.1	259	0.02	0.036	-	VOG07859
KAG0444277.1	216	0.02	0.042	-	VOG07859
KAG0410097.1	477	0.03	0.045	-	VOG07859
MCL6779181.1	195	0.00	0.041	-	VOG07859
KAH6919652.1	201	0.01	0.053	-	VOG07859
KAH7958998.1	469	0.01	0.041	-	VOG07859
KAG0433852.1	527	0.02	0.063	-	VOG07859
KAH7960843.1	578	0.02	0.064	-	VOG07859
KAG0444864.1	444	0.02	0.063	-	VOG07859
KAH6924897.1	777	0.03	0.051	-	VOG07859
KAH9378943.1	301	0.04	0.071	-	VOG07859
KAG0426193.1	709	0.01	0.096	-	VOG07859
MAA24430.1	259	0.02	0.071	-	VOG07859
EEC15508.1	340	0.02	0.065	-	VOG07859
KAH7986840.1	379	0.03	0.076	-	VOG07859
KAH7981979.1	259	0.02	0.075	-	VOG07859
JAC21578.1	337	0.03	0.079	-	VOG07859
KAH8009808.1	254	0.01	0.075	-	VOG07859
KAH7961202.1	515	0.03	0.11	-	VOG07859
JAP81830.1	259	0.02	0.083	-	VOG07859
KAH7949121.1	700	0.02	0.17	-	VOG07859
KAH7982957.1	295	0.03	0.087	-	VOG07859
MCL6783205.1	216	0.02	0.09	-	VOG07859
MCL6772710.1	339	0.01	0.14	-	VOG07859
KAH7982852.1	204	0.05	0.091	-	VOG07859
KAH7941048.1	290	0.05	0.11	-	VOG07859
KAH9383887.1	230	0.02	0.1	-	VOG07859
MAA24431.1	232	0.02	0.12	-	VOG07859
KAH9384851.1	189	0.00	0.14	-	VOG07859
KAH7974164.1	472	0.03	0.17	-	VOG07859
KAH6920526.1	224	0.01	0.11	-	VOG07859
KAH7953892.1	405	0.03	0.15	-	VOG07859
JAP81831.1	232	0.02	0.15	-	VOG07859
KAG0443377.1	436	0.03	0.17	-	VOG07859
KAH7940023.1	312	0.01	0.14	-	VOG07859
KAH7955006.1	226	0.01	0.15	-	VOG07859
KAH9367776.1	310	0.04	0.41	-	VOG07859
KAG0442124.1	773	0.03	0.25	-	VOG07859
KAH7934067.1	621	0.02	0.23	-	VOG07859
KAG0419469.1	949	0.02	0.24	-	VOG07859
KAH7948726.1	621	0.02	0.25	-	VOG07859
KAH7967875.1	517	0.03	0.22	-	VOG07859
KAH6924465.1	102	0.00	0.17	-	VOG07859
KAH6921384.1	178	0.00	0.19	-	VOG07859
KAH7958588.1	741	0.02	0.26	-	VOG07859
KAH6932552.1	593	0.02	0.24	-	VOG07859
KAG0410314.1	1367	0.02	0.28	-	VOG07859
KAH7978710.1	223	0.04	0.21	-	VOG07859
KAH7935636.1	516	0.03	0.25	-	VOG07859
KAG0418951.1	1041	0.02	0.34	-	VOG07859
KAH6926333.1	489	0.01	0.36	-	VOG07859
MBY10520.1	387	0.01	0.27	-	VOG07859
KAH8038095.1	273	0.01	0.24	-	VOG07859
KAH8034873.1	223	0.00	0.24	-	VOG07859
MCL6793959.1	387	0.05	0.24	-	VOG07859
KAH9361056.1	184	0.01	0.2	-	VOG07859
MCL6787220.1	504	0.02	0.29	-	VOG07859
KAH7935328.1	424	0.04	0.78	-	VOG24188
JAR89447.1	395	0.02	0.32	-	VOG07859
KAH6920938.1	404	0.03	0.33	-	VOG07859
KAH7968954.1	599	0.03	0.41	-	VOG07859
KAG0418623.1	463	0.04	0.45	-	VOG07859
MBY06638.1	263	0.01	0.33	-	VOG07859
KAH8038496.1	340	0.02	0.37	-	VOG07859
KAH7941033.1	396	0.03	0.38	-	VOG07859
KAH7961927.1	953	0.01	0.56	-	VOG07859
KAH7974131.1	412	0.03	0.41	-	VOG07859
KAH8009453.1	204	0.00	3.3	-	VOG07859
KAH9382912.1	205	0.01	0.92	-	VOG07859
KAH7949757.1	383	0.01	0.43	-	VOG07859
KAH6930406.1	314	0.03	0.44	-	VOG07859
KAH7984051.1	365	0.05	0.5	-	VOG07859
MOY40541.1	424	0.02	0.59	-	VOG07859
MCL6772765.1	716	0.04	0.65	-	VOG07859
KAH7941989.1	321	0.01	0.54	-	VOG07859
KAH7982982.1	590	0.02	0.64	-	VOG07859
MAA20360.1	995	0.01	0.18	-	VOG07859
KAG0424356.1	1541	0.02	0.75	-	VOG07859
KAG0445700.1	468	0.03	0.97	-	VOG07859
KAH7934424.1	180	0.00	0.49	-	VOG07859
JAP80751.1	1308	0.01	3.7	-	VOG07859
JAR91142.1	491	0.02	0.61	-	VOG07859
MOY39823.1	465	0.00	0.68	-	VOG07859
KAH7933189.1	558	0.02	0.66	-	VOG07859
KAH8019091.1	364	0.05	0.56	-	VOG07859
KAG0445601.1	123	0.01	2.8	-	VOG07859
KAH7936291.1	186	0.01	0.56	-	VOG07859
KAG0429078.1	221	0.01	0.65	-	VOG07859
KAH6945493.1	116	0.01	0.56	-	VOG07859
KAH7958719.1	287	0.01	0.5	-	VOG07859
KAH7954990.1	389	0.04	0.63	-	VOG07859
KAH8028203.1	273	0.01	0.57	-	VOG07859
KAH9360969.1	147	0.01	0.54	-	VOG07859
KAH9361172.1	214	0.01	0.5	-	VOG07859
KAG0439675.1	123	0.01	3.0	-	VOG07859
KAH9384740.1	360	0.01	0.89	-	VOG07859
KAH7949773.1	468	0.02	7.6	-	VOG07859
KAG0443459.1	246	0.02	0.7	-	VOG07859
MCL6787360.1	208	0.01	0.64	-	VOG07859
KAH7942757.1	1002	0.02	1.0	-	VOG07859
KAH7951467.1	238	0.00	0.7	-	VOG07859
KAH7962105.1	411	0.02	0.82	-	VOG07859
KAH9381990.1	188	0.01	14.0	-	VOG07859
MAA20359.1	1293	0.01	2.3	-	VOG07859
KAG0436738.1	220	0.01	0.72	-	VOG07859
KAH7984769.1	511	0.03	1.1	-	VOG07859
MAA20362.1	1307	0.01	11.0	-	VOG07859
KAG0410652.1	216	0.03	0.82	-	VOG07859
JAC33225.1	254	0.01	0.87	-	VOG07859
GBXQ01010757.1.p1	104	0.01	0.88	-	VOG07859
KAH6945939.1	164	0.00	0.97	-	VOG07859
KAH7954620.1	634	0.02	1.5	-	VOG07859
KAH7943151.1	560	0.03	1.6	-	VOG07859
KAH7979018.1	936	0.01	6.1	-	VOG07859
KAG0432633.1	434	0.03	1.2	-	VOG07859
KAG0413063.1	991	0.02	1.5	-	VOG07859
KAG0410143.1	364	0.02	1.2	-	VOG07859
KAH7938791.1	407	0.03	1.2	-	VOG07859
MCL6773875.1	410	0.00	150.0	-	VOG08005
JAP79794.1	467	0.02	0.028	-	VOG08006
MBY07006.1	1683	0.02	0.02	-	VOG08006
MCL6773813.1	246	0.00	0.032	-	VOG08006
KAH7963399.1	277	0.02	0.042	-	VOG08006
MBY07886.1	254	0.03	0.075	-	VOG08006
EEC05919.1	313	0.02	0.2	-	VOG08006
EEC07046.1	904	0.01	1.0	-	VOG08006
MAA16587.1	205	0.00	0.12	-	VOG08006
KAH7971270.1	245	0.00	0.14	-	VOG08006
KAH9363051.1	212	0.03	0.2	-	VOG08006
JAP77791.1	210	0.00	0.2	-	VOG08006
MAA24437.1	210	0.00	0.2	-	VOG08006
KAH9371354.1	327	0.02	0.24	-	VOG08006
MCL6782174.1	463	0.01	0.28	-	VOG08006
MCL6767211.1	163	0.02	0.23	-	VOG08006
KAH9371493.1	199	0.00	410.0	-	VOG08006
KAH7964246.1	201	0.00	0.28	-	VOG08006
MOY40522.1	1700	0.02	0.28	-	VOG08006
JAP76924.1	206	0.00	0.35	-	VOG08006
MAA24438.1	206	0.00	0.35	-	VOG08006
JAR93028.1	1565	0.02	0.32	-	VOG08006
KAH6939050.1	144	0.01	0.38	-	VOG08006
KAH7938994.1	149	0.00	0.47	-	VOG08006
MXU97802.1	290	0.03	0.55	-	VOG08006
EEC16438.1	596	0.01	0.42	-	VOG08006
JAP64565.1	506	0.01	0.87	-	VOG08006
KAH8039446.1	514	0.02	1.4	-	VOG08006
KAH7945703.1	329	0.01	0.99	-	VOG08006
KAH7968004.1	206	0.00	0.81	-	VOG08006
KAH7968658.1	206	0.00	0.81	-	VOG08006
MAA13903.1	153	0.01	1.1	-	VOG08006
KAH8035711.1	201	0.00	1.0	-	VOG08006
JAC33111.1	240	0.02	1.1	-	VOG08006
JAP78214.1	1170	0.01	0.93	-	VOG08006
JAP66550.1	208	0.00	1.1	-	VOG08006
KAH6935383.1	208	0.00	1.1	-	VOG08006
MCL6770902.1	117	0.03	0.3	-	VOG08535
KAH7945470.1	933	0.02	1.4	-	VOG08535
MXU83728.1	77	0.00	0.89	-	VOG08535
KAH7951982.1	1139	0.02	1.5	-	VOG08535
JAP78690.1	1238	0.02	1.6	-	VOG08535
MAA21282.1	1294	0.01	1.1	-	VOG08760
KAH6937150.1	1111	0.01	1.2	-	VOG08760
GBXQ01014543.1.p1	365	0.02	0.037	-	VOG08764
KAG0413663.1	144	0.00	4.5	-	VOG08764
JAA71138.1	105	0.00	0.26	-	VOG08764
KAH9364246.1	322	0.03	0.41	-	VOG08764
KAH9378906.1	120	0.02	0.4	-	VOG08764
EEC04073.1	195	0.01	0.46	-	VOG08764
GBXQ01021692.1.p2	145	0.00	2.9	-	VOG08764
KAH6919939.1	102	0.04	1.2	-	VOG08764
MCL6788861.1	953	0.04	5.1	-	VOG09392
MBY06371.1	652	0.04	0.36	-	VOG09392
MAA17367.1	828	0.03	1.0	-	VOG09392
JAP76254.1	808	0.03	0.9	-	VOG09392
JAP83065.1	827	0.03	0.93	-	VOG09392
JAP83063.1	834	0.03	0.93	-	VOG09392
MCL6774426.1	844	0.04	4.5	-	VOG09392
JAP83066.1	782	0.03	1.1	-	VOG09392
MAA17368.1	783	0.03	1.1	-	VOG09392
MAA17366.1	802	0.03	1.1	-	VOG09392
MCL6777750.1	894	0.03	4.8	-	VOG09392
JAP65641.1	854	0.03	1.0	-	VOG09392
JAP83064.1	808	0.03	1.1	-	VOG09392
JAP76253.1	827	0.03	1.1	-	VOG09392
MBY06370.1	806	0.03	0.46	-	VOG09392
MCL6775150.1	894	0.03	4.8	-	VOG09392
JAC31855.1	858	0.03	4.6	-	VOG09392
JAR94620.1	812	0.03	0.72	-	VOG09392
JAC24720.1	866	0.03	4.6	-	VOG09392
JAC31848.1	834	0.03	4.5	-	VOG09392
MCL6771193.1	779	0.03	3.4	-	VOG09392
JAC20535.1	182	0.07	1.2	-	VOG09392
GBXQ01005351.1.p2	256	0.05	1.0	-	VOG09392
MCL6779363.1	762	0.03	4.0	-	VOG09392
EEC01511.1	239	0.06	0.15	-	VOG09392
MCL6783420.1	512	0.04	2.1	-	VOG09392
MCL6789419.1	806	0.03	4.3	-	VOG09392
GBXQ01019164.1.p1	234	0.12	1.9	-	VOG09392
MAA17828.1	240	0.11	1.8	-	VOG09392
JAP84486.1	240	0.11	1.8	-	VOG09392
MXU92643.1	136	0.07	0.019	-	VOG09392
MOY36673.1	189	0.13	1.6	-	VOG09392
EEC20139.1	181	0.13	1.4	-	VOG09392
MXU97409.1	265	0.10	3.0	-	VOG09392
KAG0443719.1	457	0.01	7.2e-05	-	VOG09392
MCL6774910.1	799	0.03	4.3	-	VOG09392
JAC32713.1	189	0.13	1.7	-	VOG09392
KAG0433991.1	491	0.01	0.00012	-	VOG09392
GBXQ01013605.1.p2	227	0.05	0.014	-	VOG09392
MCL6787979.1	382	0.03	0.00055	-	VOG09392
EEC10834.1	189	0.05	0.012	-	VOG09392
MBY04981.1	309	0.04	0.069	-	VOG09392
MBY08033.1	124	0.07	0.014	-	VOG09392
JAR90613.1	1312	0.02	0.00029	-	VOG09392
KAH9383872.1	126	0.07	0.036	-	VOG09392
KAH7960686.1	542	0.01	0.00076	-	VOG09392
MBY04567.1	188	0.12	0.71	-	VOG09392
JAC24994.1	120	0.07	0.048	-	VOG09392
JAC20168.1	121	0.07	0.048	-	VOG09392
EEC14636.1	281	0.08	0.00046	-	VOG09392
MDC7212019.1	281	0.08	0.00046	-	VOG09392
GBXQ01024190.1.p1	282	0.08	0.00046	-	VOG09392
JAC32322.1	120	0.08	0.061	-	VOG09392
JAC21605.1	341	0.04	2.7	-	VOG09392
KAG0428926.1	69	0.09	0.33	-	VOG09392
JAC33408.1	283	0.08	0.00063	-	VOG09392
KAG0432041.1	579	0.03	2.8	-	VOG09392
JAP65812.1	116	0.08	0.1	-	VOG09392
KAH6938207.1	116	0.08	0.1	-	VOG09392
KAH7963684.1	118	0.08	0.1	-	VOG09392
JAP77330.1	119	0.08	0.11	-	VOG09392
KAH8041347.1	282	0.08	0.00089	-	VOG09392
KAH8018820.1	283	0.08	0.00085	-	VOG09392
JAP65064.1	283	0.08	0.00086	-	VOG09392
MAA17829.1	120	0.07	0.11	-	VOG09392
JAP81826.1	283	0.08	0.00092	-	VOG09392
KAH7982274.1	283	0.08	0.00092	-	VOG09392
MAA17956.1	283	0.08	0.00092	-	VOG09392
KAG0414673.1	213	0.02	0.0015	-	VOG09392
KAH7956134.1	114	0.04	0.0012	-	VOG09392
MBY10436.1	285	0.08	0.0012	-	VOG09392
KAH9383081.1	764	0.02	0.78	-	VOG09392
